B_requested,B_used,threshold_mean,threshold_lo,threshold_hi,ACC_mean,ACC_lo,ACC_hi,TPR_mean,TPR_lo,TPR_hi,TNR_mean,TNR_lo,TNR_hi
2000,2000,0.2505526214390993,0.1873221546411514,0.3444404602050781,0.6464331285444235,0.6053875236294896,0.6871455576559546,0.6316932515337423,0.49693251533742333,0.7269938650306749,0.6529976092896176,0.5512295081967213,0.7718579234972678
